segment_id,start_time,end_time,duration,text,video_id,video_title,video_url,personality,domain,uploader,upload_date,language,video_duration,expertise_areas
7,79.86,84.42,4.560000000000002,Perfect! Thanks a lot and have a nice day!,flbnVDaTR0E,How to change from comma to semicolon in Excel formulas on iOS,https://www.youtube.com/watch?v=flbnVDaTR0E,bloomy,finance_excel,ExplainHowToSimply,20210819,en,85,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,12.56,12.56,"Hi everyone, in this video I explain the well-known Salemé effect with actual financial S&P 500",G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,12.56,15.08,2.5199999999999996,data in Excel.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,15.08,25.48,10.4,So here as you can see I have tabled the year from 1960 until the end of 2020.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,25.48,32.52,7.040000000000003,So we have here actually almost to the end of 2020.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,32.52,42.36,9.839999999999996,So we have approximately 60 years of data in this table and we also have the S&P index,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,42.36,46.56,4.200000000000003,data for each specific date here.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,46.56,54.6,8.04,As you can see for example here in between we have the weekend then we have five trading,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,54.6,58.6,4.0,days and in between here another weekend.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,58.6,65.24000000000001,6.640000000000008,So now what we want to do we want to show the Salemé effect.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,65.24000000000001,73.32,8.079999999999984,So we want to show during the summer period the average daily return is lower than during,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,73.32,75.48,2.160000000000011,the winter period.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,75.48,83.96000000000001,8.480000000000004,And for that we're just going to take out the year of the date and also the month for,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
12,83.96,85.67999999999999,1.7199999999999989,each date.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,85.67999999999999,93.36,7.680000000000007,And now with that we can get the day of the year and the day of the month with account,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,93.36,100.8,7.439999999999998,if formula to then aggregate the whole data and sort it by year and month.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,100.8,106.6,5.799999999999997,I explained how to get the days of the year and the days of the month in another video,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
16,106.6,109.24,2.6400000000000006,so I don't go into detail.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
17,109.24,116.83999999999999,7.599999999999994,And here we calculate the daily return which is just a simple return calculation between,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
18,116.83999999999999,120.36,3.5200000000000102,the day and the day before.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
19,120.36,124.96,4.599999999999994,And we have that for all the 60 years.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
20,124.96,131.16,6.200000000000003,And now I made a Pivo table you can do it here in insert Pivo table.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
21,131.16,143.56,12.400000000000006,As you can see we have here on this axis each year between 1960 and 2020 and here we have,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
22,143.56,146.2,2.6399999999999864,the month in the year.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
23,146.2,155.76,9.560000000000002,And each value within the Pivo table is the average daily return within that specific,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
24,155.76,156.76,1.0,month.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
25,156.76,167.6,10.840000000000003,So for example for the first month in the data we have a return of minus 0.3896% in January,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
26,167.6,169.72,2.1200000000000045,1960.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
27,169.72,177.44,7.719999999999999,And now when we want to show the average return for each specific month so we have here January,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
28,177.44,189.35999999999999,11.919999999999987,and we take the mean out of all the means here so we get 0.0553% as daily mean return,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
29,189.35999999999999,190.96,1.6000000000000227,for January.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
30,190.96,198.64,7.679999999999978,Okay and these are the mean daily returns within each month and here you don't really,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
31,198.64,200.52,1.8800000000000239,see a lot.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
32,200.52,210.24,9.719999999999999,"But when you look at the graph you see here for January, March, April, July, August,",G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
33,210.24,220.0,9.759999999999991,"November, December we have on average a high daily return on the S&P 500 or the SPX index.",G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
34,220.0,226.32000000000002,6.320000000000022,"As you can see here we have month for example February or June, August which are really",G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
35,226.32,233.88,7.560000000000002,close to zero and when you look at September it was historically on average negative.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
36,233.88,242.51999999999998,8.639999999999986,And now the thing with selling May and go away effect just describes that the period,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
37,242.51999999999998,248.84,6.320000000000022,from May to September is not that good as the rest of the year.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
38,248.84,255.07999999999998,6.239999999999981,And this is why a lot of people are not invested during the summer month and then in October,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
39,255.08,261.32,6.239999999999981,they start buying in again and then they stay in from October until April and then,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
40,261.32,262.92,1.6000000000000227,they sell again.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
41,262.92,268.92,6.0,This short video just shows you how you can empirically show the selling May and go away,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
42,268.92,269.92,1.0,effect.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
43,269.92,272.92,3.0,I hope you got some value out of the video.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
44,272.92,279.6,6.680000000000007,If you liked it please hit the thumbs up and subscribe for more content and see you next,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
45,279.6,280.12,0.5199999999999818,time.,G7Uo2TIQ0Ko,Sell in May explained in Excel (S&P500 data),https://www.youtube.com/watch?v=G7Uo2TIQ0Ko,bloomy,finance_excel,ExplainHowToSimply,20210908,en,280,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,9.48,9.48,"Hello everyone, in this short tutorial I explain how to simply generate the PDF overview of",HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,9.48,12.8,3.3200000000000003,a specific company in the Bloomberg terminal.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,12.8,18.400000000000002,5.600000000000001,For that you need to be logged into Bloomberg and you just need to type the name or the,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,18.400000000000002,22.64,4.239999999999998,ticker of a specific company into the command line.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,22.64,26.04,3.3999999999999986,So I will show you the example of Apple.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,26.04,27.88,1.8399999999999999,So we just type in Apple.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,27.88,34.56,6.680000000000003,You can see down here under Securities the ticker of Apple and then US Equity.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,34.56,39.519999999999996,4.959999999999994,And this US Equity is just the addition of the Bloomberg tickers.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,39.519999999999996,43.04,3.520000000000003,And back here you can see it's the company Apple.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,43.04,50.56,7.520000000000003,You always get this window and what we need is just an overview so we look at the security,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,50.56,51.879999999999995,1.3199999999999932,description.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,51.88,58.64,6.759999999999998,In this Apple page you can see here in red this report and this will generate a PDF of,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
12,58.64,65.12,6.480000000000004,Apple and when you press this report it will generate a link for you as you can see here.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,65.12,72.16,7.039999999999992,A window will pop up and here you already have your PDF document from Bloomberg about,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,72.16,78.88,6.719999999999999,Apple and within this report you can see an overview of financial data Bloomberg is providing,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,78.88,79.88,1.0,for Apple.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
16,79.88,86.72,6.840000000000003,For example earnings estimates market data corporate info revenue and also the estimated,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
17,86.72,95.28,8.560000000000002,revenue the earnings per share different ratios also the geographic segmentation kind of a,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
18,95.28,103.36,8.079999999999998,holding summary the issue information the equity weights and also the dividend.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
19,103.36,111.12,7.760000000000005,So this just simply generates the most important financial data for Apple within two pages.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
20,111.12,116.44,5.319999999999993,If this video helped please leave a like and subscribe for more useful Bloomberg content.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
21,116.44,118.08,1.6400000000000006,Thanks a lot and have a nice day.,HFf6SOCU63k,Create a company summary pdf report in Bloomberg,https://www.youtube.com/watch?v=HFf6SOCU63k,bloomy,finance_excel,ExplainHowToSimply,20211024,en,119,"bloomberg,excel,finance,data analysis,trading,financial modeling"
0,0.0,2.7600000000000002,2.7600000000000002,"Hello everyone, I hope you are doing great.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
1,2.7600000000000002,8.96,6.200000000000001,"In this short video, I want to show you how you can set up your Launchpad in Bloomberg.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
2,8.96,16.080000000000002,7.120000000000001,So the Launchpad is a customizable workspace which can be set up and it opens automatically,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
3,16.080000000000002,18.56,2.479999999999997,when you log into your Bloomberg account.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
4,18.56,24.2,5.640000000000001,It can be seen as a personalized overview with important charts and figures.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
5,24.2,28.400000000000002,4.200000000000003,"And as you can see here in my example, my Launchpad is empty.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
6,28.4,31.56,3.16,So I don't have any components down here.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
7,31.56,36.28,4.720000000000002,We actually can add components by clicking on the folder here.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
8,36.28,40.8,4.519999999999996,And then we have basically all the different things we can choose from.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
9,40.8,47.12,6.32,"And for example, we choose the top news and this would be kind of the window, how it looks",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
10,47.12,50.4,3.280000000000001,like and then we can just launch the component.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
11,50.4,58.0,7.600000000000001,"And now what this does, we have the top news page in small formats as Launchpad.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
12,58.0,61.84,3.8400000000000034,And we can now attach it to our Launchpad like this.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
13,61.84,67.08,5.239999999999995,Let me just show you another example how you can add a component to your Launchpad.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
14,67.08,75.08,8.0,"So for example, we also want to have a graph of the S&P 500 as components in our Launchpad.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
15,75.08,81.88,6.799999999999997,"So therefore, you just search the S&P 500 index, then we look at the graph.",IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
16,81.88,86.19999999999999,4.319999999999993,And we now want to add this graph to our Launchpad.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
17,86.19999999999999,90.8,4.6000000000000085,Then we just type in LLP for launch in Launchpad.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
18,90.8,96.44,5.640000000000001,And now we actually open this graph in a smaller sized Launchpad component.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
19,96.44,102.32,5.8799999999999955,And now we can actually also attach this chart here to our Launchpad.,IaKUtjCh5jM,Bloomberg Launchpad Setup,https://www.youtube.com/watch?v=IaKUtjCh5jM,bloomy,finance_excel,ExplainHowToSimply,20220530,en,176,"bloomberg,excel,finance,data analysis,trading,financial modeling"
